😀	منہ, چہرہ, کھل کے ہنستا چہرہ, کھلا, ہنسی
👩🏻‍🌾	باغبان, جلد کی ہلکی رنگت, عورت, عورت کاشت کار, عورت کاشت کار: جلد کی ہلکی رنگت, کاشت کار, کسان
👩🏼‍🌾	باغبان, جلد کی درمیانی -ہلکی رنگت, عورت, عورت کاشت کار, عورت کاشت کار: جلد کی درمیانی -ہلکی رنگت, کاشت کار, کسان
👩🏽‍🌾	باغبان, جلد کی درمیانی رنگت, عورت, عورت کاشت کار, عورت کاشت کار: جلد کی درمیانی رنگت, کاشت کار, کسان
👩🏾‍🌾	باغبان, جلد کی درمیانی سیاہ رنگت, عورت, عورت کاشت کار, عورت کاشت کار: جلد کی درمیانی سیاہ رنگت, کاشت کار, کسان
👩🏿‍🌾	باغبان, جلد کی سیاہ رنگت, عورت, عورت کاشت کار, عورت کاشت کار: جلد کی سیاہ رنگت, کاشت کار, کسان
👨‍🍳	باورچی, شیف, مرد, مرد باورچی
👨🏻‍🍳	باورچی, جلد کی ہلکی رنگت, شیف, مرد, مرد باورچی: جلد کی ہلکی رنگت
👨🏼‍🍳	باورچی, جلد کی درمیانی -ہلکی رنگت, شیف, مرد, مرد باورچی: جلد کی درمیانی -ہلکی رنگت
👨🏽‍🍳	باورچی, جلد کی درمیانی رنگت, شیف, مرد, مرد باورچی: جلد کی درمیانی رنگت
👨🏾‍🍳	باورچی, جلد کی درمیانی سیاہ رنگت, شیف, مرد, مرد باورچی: جلد کی درمیانی سیاہ رنگت
👨🏿‍🍳	باورچی, جلد کی سیاہ رنگت, شیف, مرد, مرد باورچی: جلد کی سیاہ رنگت
👩‍🍳	باورچی, شیف, عورت, عورت باورچی
👩🏻‍🍳	باورچی, جلد کی ہلکی رنگت, شیف, عورت, عورت باورچی: جلد کی ہلکی رنگت
👩🏼‍🍳	باورچی, جلد کی درمیانی -ہلکی رنگت, شیف, عورت, عورت باورچی: جلد کی درمیانی -ہلکی رنگت
👩🏽‍🍳	باورچی, جلد کی درمیانی رنگت, شیف, عورت, عورت باورچی: جلد کی درمیانی رنگت
👩🏾‍🍳	باورچی, جلد کی درمیانی سیاہ رنگت, شیف, عورت, عورت باورچی: جلد کی درمیانی سیاہ رنگت
👩🏿‍🍳	باورچی, جلد کی سیاہ رنگت, شیف, عورت, عورت باورچی: جلد کی سیاہ رنگت
👨‍🔧	الیکٹریشن, مرد, مرد مکینک, مکینک, کاریگر
👨🏻‍🔧	الیکٹریشن, جلد کی ہلکی رنگت, مرد, مرد مکینک: جلد کی ہلکی رنگت, مکینک, کاریگر
👨🏼‍🔧	الیکٹریشن, جلد کی درمیانی -ہلکی رنگت, مرد, مرد مکینک: جلد کی درمیانی -ہلکی رنگت, مکینک, کاریگر
👨🏽‍🔧	الیکٹریشن, جلد کی درمیانی رنگت, مرد, مرد مکینک: جلد کی درمیانی رنگت, مکینک, کاریگر
👨🏾‍🔧	الیکٹریشن, جلد کی درمیانی سیاہ رنگت, مرد, مرد مکینک: جلد کی درمیانی سیاہ رنگت, مکینک, کاریگر
👨🏿‍🔧	الیکٹریشن, جلد کی سیاہ رنگت, مرد, مرد مکینک: جلد کی سیاہ رنگت, مکینک, کاریگر
👩‍🔧	الیکٹریشن, عورت مکینک, مرد, مکینک, کاریگر
👩🏻‍🔧	الیکٹریشن, جلد کی ہلکی رنگت, عورت مکینک, عورت مکینک: جلد کی ہلکی رنگت, مرد, مکینک, کاریگر
👩🏼‍🔧	الیکٹریشن, جلد کی درمیانی -ہلکی رنگت, عورت مکینک, عورت مکینک: جلد کی درمیانی -ہلکی رنگت, مرد, مکینک, کاریگر
👩🏽‍🔧	الیکٹریشن, جلد کی درمیانی رنگت, عورت مکینک, عورت مکینک: جلد کی درمیانی رنگت, مرد, مکینک, کاریگر
👩🏾‍🔧	الیکٹریشن, جلد کی درمیانی سیاہ رنگت, عورت مکینک, عورت مکینک: جلد کی درمیانی سیاہ رنگت, مرد, مکینک, کاریگر
👩🏿‍🔧	الیکٹریشن, جلد کی سیاہ رنگت, عورت مکینک, عورت مکینک: جلد کی سیاہ رنگت, مرد, مکینک, کاریگر
👨‍🏭	فیکٹری, مرد, مرد فیکٹری کارکن, کارکن, کاریگر
👨🏻‍🏭	جلد کی ہلکی رنگت, فیکٹری, مرد, مرد فیکٹری کارکن: جلد کی ہلکی رنگت, کارکن, کاریگر
👨🏼‍🏭	جلد کی درمیانی -ہلکی رنگت, فیکٹری, مرد, مرد فیکٹری کارکن: جلد کی درمیانی -ہلکی رنگت, کارکن, کاریگر
👨🏽‍🏭	جلد کی درمیانی رنگت, فیکٹری, مرد, مرد فیکٹری کارکن: جلد کی درمیانی رنگت, کارکن, کاریگر
👨🏾‍🏭	جلد کی درمیانی سیاہ رنگت, فیکٹری, مرد, مرد فیکٹری کارکن: جلد کی درمیانی سیاہ رنگت, کارکن, کاریگر
👨🏿‍🏭	جلد کی سیاہ رنگت, فیکٹری, مرد, مرد فیکٹری کارکن: جلد کی سیاہ رنگت, کارکن, کاریگر
👩‍🏭	عورت, عورت فیکٹری کارکن, فیکٹری, کارکن, کاریگر
👩🏻‍🏭	جلد کی ہلکی رنگت, عورت, عورت فیکٹری کارکن: جلد کی ہلکی رنگت, فیکٹری, کارکن, کاریگر
👩🏼‍🏭	جلد کی درمیانی -ہلکی رنگت, عورت, عورت فیکٹری کارکن: جلد کی درمیانی -ہلکی رنگت, فیکٹری, کارکن, کاریگر
👩🏽‍🏭	جلد کی درمیانی رنگت, عورت, عورت فیکٹری کارکن: جلد کی درمیانی رنگت, فیکٹری, کارکن, کاریگر
👩🏾‍🏭	جلد کی درمیانی سیاہ رنگت, عورت, عورت فیکٹری کارکن: جلد کی درمیانی سیاہ رنگت, فیکٹری, کارکن, کاریگر
👩🏿‍🏭	جلد کی سیاہ رنگت, عورت, عورت فیکٹری کارکن: جلد کی سیاہ رنگت, فیکٹری, کارکن, کاریگر
👨‍💼	دفتر, مرد, مرد دفتر کارکن, ملازم, کارکن
👨🏻‍💼	جلد کی ہلکی رنگت, دفتر, مرد, مرد دفتر کارکن: جلد کی ہلکی رنگت, ملازم, کارکن
👨🏼‍💼	جلد کی درمیانی -ہلکی رنگت, دفتر, مرد, مرد دفتر کارکن: جلد کی درمیانی -ہلکی رنگت, ملازم, کارکن
👨🏽‍💼	جلد کی درمیانی رنگت, دفتر, مرد, مرد دفتر کارکن: جلد کی درمیانی رنگت, ملازم, کارکن
👨🏾‍💼	جلد کی درمیانی سیاہ رنگت, دفتر, مرد, مرد دفتر کارکن: جلد کی درمیانی سیاہ رنگت, ملازم, کارکن
👨🏿‍💼	جلد کی سیاہ رنگت, دفتر, مرد, مرد دفتر کارکن: جلد کی سیاہ رنگت, ملازم, کارکن
👩‍💼	دفتر, عورت, عورت دفتر کارکن, ملازم, کارکن
👩🏻‍💼	جلد کی ہلکی رنگت, دفتر, عورت, عورت دفتر کارکن: جلد کی ہلکی رنگت, ملازم, کارکن
👩🏼‍💼	جلد کی درمیانی -ہلکی رنگت, دفتر, عورت, عورت دفتر کارکن: جلد کی درمیانی -ہلکی رنگت, ملازم, کارکن
👩🏽‍💼	جلد کی درمیانی رنگت, دفتر, عورت, عورت دفتر کارکن: جلد کی درمیانی رنگت, ملازم, کارکن
👩🏾‍💼	جلد کی درمیانی سیاہ رنگت, دفتر, عورت, عورت دفتر کارکن: جلد کی درمیانی سیاہ رنگت, ملازم, کارکن
👩🏿‍💼	جلد کی سیاہ رنگت, دفتر, عورت, عورت دفتر کارکن: جلد کی سیاہ رنگت, ملازم, کارکن
👨‍🔬	بیالوجسٹ, سائنسدان, مرد, مرد سائنسدان, کیمسٹ
👨🏻‍🔬	بیالوجسٹ, جلد کی ہلکی رنگت, سائنسدان, مرد, مرد سائنسدان: جلد کی ہلکی رنگت, کیمسٹ
👨🏼‍🔬	بیالوجسٹ, جلد کی درمیانی -ہلکی رنگت, سائنسدان, مرد, مرد سائنسدان: جلد کی درمیانی -ہلکی رنگت, کیمسٹ
👨🏽‍🔬	بیالوجسٹ, جلد کی درمیانی رنگت, سائنسدان, مرد, مرد سائنسدان: جلد کی درمیانی رنگت, کیمسٹ
👨🏾‍🔬	بیالوجسٹ, جلد کی درمیانی سیاہ رنگت, سائنسدان, مرد, مرد سائنسدان: جلد کی درمیانی سیاہ رنگت, کیمسٹ
👨🏿‍🔬	بیالوجسٹ, جلد کی سیاہ رنگت, سائنسدان, مرد, مرد سائنسدان: جلد کی سیاہ رنگت, کیمسٹ
👩‍🔬	بیالوجسٹ, سائنسدان, عورت, عورت سائنسدان, کیمسٹ
👩🏻‍🔬	بیالوجسٹ, جلد کی ہلکی رنگت, سائنسدان, عورت, عورت سائنسدان: جلد کی ہلکی رنگت, کیمسٹ
👩🏼‍🔬	بیالوجسٹ, جلد کی درمیانی -ہلکی رنگت, سائنسدان, عورت, عورت سائنسدان: جلد کی درمیانی -ہلکی رنگت, کیمسٹ
👩🏽‍🔬	بیالوجسٹ, جلد کی درمیانی رنگت, سائنسدان, عورت, عورت سائنسدان: جلد کی درمیانی رنگت, کیمسٹ
👩🏾‍🔬	بیالوجسٹ, جلد کی درمیانی سیاہ رنگت, سائنسدان, عورت, عورت سائنسدان: جلد کی درمیانی سیاہ رنگت, کیمسٹ
👩🏿‍🔬	بیالوجسٹ, جلد کی سیاہ رنگت, سائنسدان, عورت, عورت سائنسدان: جلد کی سیاہ رنگت, کیمسٹ
👨‍💻	لیپ ٹاپ, مرد, مرد ٹیکنولاجسٹ, کمپیوٹر, کوڈر
👨🏻‍💻	جلد کی ہلکی رنگت, لیپ ٹاپ, مرد, مرد ٹیکنولاجسٹ, مرد ٹیکنولاجسٹ: جلد کی ہلکی رنگت, کمپیوٹر, کوڈر
👨🏼‍💻	جلد کی درمیانی -ہلکی رنگت, لیپ ٹاپ, مرد, مرد ٹیکنولاجسٹ, مرد ٹیکنولاجسٹ: جلد کی درمیانی -ہلکی رنگت, کمپیوٹر, کوڈر
👨🏽‍💻	جلد کی درمیانی رنگت, لیپ ٹاپ, مرد, مرد ٹیکنولاجسٹ, مرد ٹیکنولاجسٹ: جلد کی درمیانی رنگت, کمپیوٹر, کوڈر
👨🏾‍💻	جلد کی درمیانی سیاہ رنگت, لیپ ٹاپ, مرد, مرد ٹیکنولاجسٹ, مرد ٹیکنولاجسٹ: جلد کی درمیانی سیاہ رنگت, کمپیوٹر, کوڈر
👨🏿‍💻	جلد کی سیاہ رنگت, لیپ ٹاپ, مرد, مرد ٹیکنولاجسٹ, مرد ٹیکنولاجسٹ: جلد کی سیاہ رنگت, کمپیوٹر, کوڈر
👩‍💻	عورت, عورت ٹیکنولاجسٹ, لیپ ٹاپ, کمپیوٹر, کوڈر
👩🏻‍💻	جلد کی ہلکی رنگت, عورت, عورت ٹیکنولاجسٹ, عورت ٹیکنولاجسٹ: جلد کی ہلکی رنگت, لیپ ٹاپ, کمپیوٹر, کوڈر
👩🏼‍💻	جلد کی درمیانی -ہلکی رنگت, عورت, عورت ٹیکنولاجسٹ, عورت ٹیکنولاجسٹ: جلد کی درمیانی -ہلکی رنگت, لیپ ٹاپ, کمپیوٹر, کوڈر
👩🏽‍💻	جلد کی درمیانی رنگت, عورت, عورت ٹیکنولاجسٹ, عورت ٹیکنولاجسٹ: جلد کی درمیانی رنگت, لیپ ٹاپ, کمپیوٹر, کوڈر
👩🏾‍💻	جلد کی درمیانی سیاہ رنگت, عورت, عورت ٹیکنولاجسٹ, عورت ٹیکنولاجسٹ: جلد کی درمیانی سیاہ رنگت, لیپ ٹاپ, کمپیوٹر, کوڈر
👩🏿‍💻	جلد کی سیاہ رنگت, عورت, عورت ٹیکنولاجسٹ, عورت ٹیکنولاجسٹ: جلد کی سیاہ رنگت, لیپ ٹاپ, کمپیوٹر, کوڈر
👨‍🎤	سنگر, فنکار, گلوکار
👨🏻‍🎤	جلد کی ہلکی رنگت, سنگر, فنکار, گلوکار, گلوکار: جلد کی ہلکی رنگت
👨🏼‍🎤	جلد کی درمیانی -ہلکی رنگت, سنگر, فنکار, گلوکار, گلوکار: جلد کی درمیانی -ہلکی رنگت
👨🏽‍🎤	جلد کی درمیانی رنگت, سنگر, فنکار, گلوکار, گلوکار: جلد کی درمیانی رنگت
👨🏾‍🎤	جلد کی درمیانی سیاہ رنگت, سنگر, فنکار, گلوکار, گلوکار: جلد کی درمیانی سیاہ رنگت
👨🏿‍🎤	جلد کی سیاہ رنگت, سنگر, فنکار, گلوکار, گلوکار: جلد کی سیاہ رنگت
👩‍🎤	سنگر, فنکار, گلوکارہ
👩🏻‍🎤	جلد کی ہلکی رنگت, سنگر, فنکار, گلوکارہ, گلوکارہ: جلد کی ہلکی رنگت
👩🏼‍🎤	جلد کی درمیانی -ہلکی رنگت, سنگر, فنکار, گلوکارہ, گلوکارہ: جلد کی درمیانی -ہلکی رنگت
👩🏽‍🎤	جلد کی درمیانی رنگت, سنگر, فنکار, گلوکارہ, گلوکارہ: جلد کی درمیانی رنگت
👩🏾‍🎤	جلد کی درمیانی سیاہ رنگت, سنگر, فنکار, گلوکارہ, گلوکارہ: جلد کی درمیانی سیاہ رنگت
👩🏿‍🎤	جلد کی سیاہ رنگت, سنگر, فنکار, گلوکارہ, گلوکارہ: جلد کی سیاہ رنگت
👨‍🎨	آرٹسٹ, سنگر, فنکار
👨🏻‍🎨	آرٹسٹ, جلد کی ہلکی رنگت, سنگر, فنکار, فنکار: جلد کی ہلکی رنگت
👨🏼‍🎨	آرٹسٹ, جلد کی درمیانی -ہلکی رنگت, سنگر, فنکار, فنکار: جلد کی درمیانی -ہلکی رنگت
👨🏽‍🎨	آرٹسٹ, جلد کی درمیانی رنگت, سنگر, فنکار, فنکار: جلد کی درمیانی رنگت
👨🏾‍🎨	آرٹسٹ, جلد کی درمیانی سیاہ رنگت, سنگر, فنکار, فنکار: جلد کی درمیانی سیاہ رنگت
👨🏿‍🎨	آرٹسٹ, جلد کی سیاہ رنگت, سنگر, فنکار, فنکار: جلد کی سیاہ رنگت
👩‍🎨	آرٹسٹ, سنگر, فنکارہ
👩🏻‍🎨	آرٹسٹ, جلد کی ہلکی رنگت, سنگر, فنکارہ, فنکارہ: جلد کی ہلکی رنگت
👩🏼‍🎨	آرٹسٹ, جلد کی درمیانی -ہلکی رنگت, سنگر, فنکارہ, فنکارہ: جلد کی درمیانی -ہلکی رنگت
👩🏽‍🎨	آرٹسٹ, جلد کی درمیانی رنگت, سنگر, فنکارہ, فنکارہ: جلد کی درمیانی رنگت
👩🏾‍🎨	آرٹسٹ, جلد کی درمیانی سیاہ رنگت, سنگر, فنکارہ, فنکارہ: جلد کی درمیانی سیاہ رنگت
👩🏿‍🎨	آرٹسٹ, جلد کی سیاہ رنگت, سنگر, فنکارہ, فنکارہ: جلد کی سیاہ رنگت
👨‍✈	آسمان, مرد, مرد پائلٹ, پائلٹ, ہوائی جہاز
